X,Y
0.01,7.87E+02
0.00,7.87E+02
0.80,5.97E+02
0.70,6.26E+02
0.60,6.56E+02
0.50,6.84E+02
0.40,7.13E+02
0.20,7.64E+02
0.10,7.81E+02
0.06,7.85E+02
0.04,7.86E+02
0.02,7.86E+02
0.30,7.40E+02
1.00,5.40E+02
1.20,4.87E+02
1.50,4.16E+02
1.70,3.74E+02
2.00,3.21E+02
2.50,2.52E+02
3.00,2.03E+02
3.50,1.66E+02
4.00,1.38E+02
5.00,9.79E+01
6.00,7.14E+01
7.00,5.29E+01
8.00,3.97E+01
9.00,3.03E+01
10.00,2.36E+01
12.50,1.40E+01
15.00,9.45E+00
17.50,6.74E+00
20.00,4.86E+00
22.50,3.51E+00
25.00,2.56E+00
27.50,1.90E+00
30.00,1.46E+00
35.00,9.52E-01
40.00,6.73E-01
45.00,4.90E-01
50.00,3.57E-01
55.00,2.60E-01
60.00,1.92E-01
65.00,1.44E-01
70.00,1.12E-01
75.00,8.99E-02
80.00,7.53E-02
85.00,6.58E-02
90.00,5.95E-02
95.00,5.56E-02
105.00,5.20E-02
120.00,5.19E-02
135.00,5.39E-02
150.00,5.60E-02
165.00,5.75E-02
180.00,5.80E-02
