X,Y
0.01,7.81E+02
0.00,7.83E+02
0.80,1.83E+02
0.70,2.16E+02
0.60,2.59E+02
0.50,3.15E+02
0.40,3.89E+02
0.20,5.92E+02
0.10,7.08E+02
0.06,7.50E+02
0.04,7.67E+02
0.02,7.79E+02
0.30,4.82E+02
1.00,1.35E+02
1.20,1.03E+02
1.50,7.05E+01
1.70,5.53E+01
2.00,3.87E+01
2.50,2.26E+01
3.00,1.48E+01
3.50,1.07E+01
4.00,8.16E+00
5.00,4.90E+00
6.00,2.91E+00
7.00,1.81E+00
8.00,1.23E+00
9.00,9.03E-01
10.00,7.06E-01
12.50,4.10E-01
15.00,2.20E-01
17.50,1.15E-01
20.00,6.52E-02
22.50,4.19E-02
25.00,2.99E-02
27.50,2.29E-02
30.00,1.82E-02
35.00,1.17E-02
40.00,7.36E-03
45.00,4.55E-03
50.00,2.82E-03
55.00,1.84E-03
60.00,1.31E-03
65.00,9.99E-04
70.00,8.21E-04
75.00,7.15E-04
80.00,6.45E-04
85.00,5.99E-04
90.00,5.67E-04
95.00,5.42E-04
105.00,5.07E-04
120.00,4.74E-04
135.00,4.58E-04
150.00,4.49E-04
165.00,4.47E-04
180.00,4.47E-04
