X,Y
0.01,7.84E+02
0.00,7.84E+02
0.80,3.24E+02
0.70,3.68E+02
0.60,4.19E+02
0.50,4.77E+02
0.40,5.43E+02
0.20,6.84E+02
0.10,7.51E+02
0.06,7.71E+02
0.04,7.78E+02
0.02,7.82E+02
0.30,6.13E+02
1.00,2.56E+02
1.20,2.06E+02
1.50,1.53E+02
1.70,1.28E+02
2.00,1.00E+02
2.50,6.82E+01
3.00,4.70E+01
3.50,3.30E+01
4.00,2.41E+01
5.00,1.46E+01
6.00,1.00E+01
7.00,7.18E+00
8.00,5.12E+00
9.00,3.66E+00
10.00,2.67E+00
12.50,1.43E+00
15.00,9.22E-01
17.50,6.33E-01
20.00,4.28E-01
22.50,2.84E-01
25.00,1.89E-01
27.50,1.29E-01
30.00,9.16E-02
35.00,5.17E-02
40.00,3.32E-02
45.00,2.32E-02
50.00,1.69E-02
55.00,1.27E-02
60.00,9.83E-03
65.00,7.81E-03
70.00,6.43E-03
75.00,5.49E-03
80.00,4.83E-03
85.00,4.39E-03
90.00,4.08E-03
95.00,3.86E-03
105.00,3.58E-03
120.00,3.33E-03
135.00,3.18E-03
150.00,3.08E-03
165.00,3.02E-03
180.00,3.00E-03
