Li3+ + H(1s) --> Li2+(4f) + H+
X = Energy (eV),Y = Cross section (cm2)
2.800000e+05,1.130000e-16
3.500000e+05,5.290000e-17
4.200000e+05,2.680000e-17
4.900000e+05,1.440000e-17
5.600000e+05,8.180000e-18
6.300000e+05,4.850000e-18
7.000000e+05,2.980000e-18
8.750000e+05,1.000000e-18
1.050000e+06,3.900000e-19
1.400000e+06,8.070000e-20
2.100000e+06,7.700000e-21
2.800000e+06,1.390000e-21
3.500000e+06,3.650000e-22
4.200000e+06,1.240000e-22
4.900000e+06,5.000000e-23
5.600000e+06,2.300000e-23
6.300000e+06,1.160000e-23
7.000000e+06,6.360000e-24
1.400000e+07,1.290000e-25
2.100000e+07,1.360000e-26
2.800000e+07,2.790000e-27
3.500000e+07,8.140000e-28
4.200000e+07,2.980000e-28
4.900000e+07,1.280000e-28
5.600000e+07,6.110000e-29
6.300000e+07,3.200000e-29
7.000000e+07,1.790000e-29
