Li3+ + H(1s) --> Li2+(6s) + H+
X = Energy (eV),Y = Cross section (cm2)
2.800000e+05,1.050000e-17
3.500000e+05,5.870000e-18
4.200000e+05,3.670000e-18
4.900000e+05,2.460000e-18
5.600000e+05,1.730000e-18
6.300000e+05,1.260000e-18
7.000000e+05,9.340000e-19
8.750000e+05,4.830000e-19
1.050000e+06,2.700000e-19
1.400000e+06,9.930000e-20
2.100000e+06,2.040000e-20
2.800000e+06,5.930000e-21
3.500000e+06,2.150000e-21
4.200000e+06,9.120000e-22
4.900000e+06,4.330000e-22
5.600000e+06,2.240000e-22
6.300000e+06,1.240000e-22
7.000000e+06,7.290000e-23
1.400000e+07,1.920000e-24
2.100000e+07,2.130000e-25
2.800000e+07,4.370000e-26
3.500000e+07,1.260000e-26
4.200000e+07,4.560000e-27
4.900000e+07,1.920000e-27
5.600000e+07,9.030000e-28
6.300000e+07,4.640000e-28
7.000000e+07,2.560000e-28
