H2+ + H2O --> H2
X = Energy (eV),Y = Cross section (cm2)
4.860000e+01,2.480000e-16
5.760000e+01,2.640000e-16
7.080000e+01,2.760000e-16
8.620000e+01,2.870000e-16
1.062000e+02,2.960000e-16
1.372000e+02,2.980000e-16
1.658000e+02,3.000000e-16
1.924000e+02,2.960000e-16
2.340000e+02,2.910000e-16
2.660000e+02,2.850000e-16
3.040000e+02,2.780000e-16
3.380000e+02,2.680000e-16
3.820000e+02,2.620000e-16
4.360000e+02,2.520000e-16
4.940000e+02,2.480000e-16
5.800000e+02,2.390000e-16
6.480000e+02,2.310000e-16
7.140000e+02,2.260000e-16
8.060000e+02,2.210000e-16
8.920000e+02,2.140000e-16
9.800000e+02,2.090000e-16
1.106000e+03,2.080000e-16
1.204000e+03,2.060000e-16
1.312000e+03,2.050000e-16
1.400000e+03,2.050000e-16
