H3+ + NH3 --> H3
X = Energy (eV),Y = Cross section (cm2)
7.590000e+01,1.180000e-15
8.940000e+01,1.100000e-15
1.089000e+02,1.010000e-15
1.323000e+02,9.220000e-16
1.536000e+02,8.440000e-16
1.770000e+02,7.890000e-16
2.001000e+02,7.370000e-16
2.235000e+02,6.890000e-16
2.526000e+02,6.480000e-16
2.721000e+02,6.260000e-16
2.937000e+02,6.010000e-16
3.090000e+02,5.890000e-16
3.270000e+02,5.810000e-16
3.450000e+02,5.730000e-16
3.600000e+02,5.690000e-16
3.870000e+02,5.690000e-16
4.230000e+02,5.730000e-16
4.740000e+02,5.810000e-16
5.190000e+02,6.010000e-16
5.580000e+02,6.220000e-16
5.940000e+02,6.480000e-16
6.330000e+02,6.840000e-16
6.780000e+02,7.270000e-16
7.170000e+02,7.780000e-16
7.650000e+02,8.500000e-16
