X,Y
0.01,7.65E+02
0.00,7.65E+02
0.80,7.01E+02
0.70,7.13E+02
0.60,7.25E+02
0.50,7.36E+02
0.40,7.45E+02
0.20,7.60E+02
0.10,7.64E+02
0.06,7.65E+02
0.04,7.65E+02
0.02,7.65E+02
0.30,7.53E+02
1.00,6.75E+02
1.20,6.49E+02
1.50,6.10E+02
1.70,5.83E+02
2.00,5.44E+02
2.50,4.82E+02
3.00,4.26E+02
3.50,3.76E+02
4.00,3.32E+02
5.00,2.63E+02
6.00,2.12E+02
7.00,1.74E+02
8.00,1.44E+02
9.00,1.21E+02
10.00,1.03E+02
12.50,7.04E+01
15.00,4.87E+01
17.50,3.37E+01
20.00,2.37E+01
22.50,1.73E+01
25.00,1.32E+01
27.50,1.05E+01
30.00,8.68E+00
35.00,6.08E+00
40.00,4.21E+00
45.00,2.84E+00
50.00,1.91E+00
55.00,1.32E+00
60.00,9.66E-01
65.00,7.45E-01
70.00,6.07E-01
75.00,5.17E-01
80.00,4.57E-01
85.00,4.16E-01
90.00,3.87E-01
95.00,3.67E-01
105.00,3.43E-01
120.00,3.29E-01
135.00,3.25E-01
150.00,3.25E-01
165.00,3.25E-01
180.00,3.25E-01
