X,Y
0.73,7.01E+1
0.53,2.28E+1
0.550,2.85E+1
0.55,3.06E+1
0.575,3.22E+1
0.58,3.49E+1
0.600,3.70E+1
0.60,4.02E+1
0.63,4.51E+1
0.65,4.67E+1
0.68,5.67E+1
0.70,6.38E+1
0.150,2.61E-1
0.75,7.75E+1
0.78,8.46E+1
0.80,9.08E+1
0.83,1.00E+2
0.85,1.11E+2
0.88,1.19E+2
0.90,1.23E+2
0.93,1.34E+2
0.95,1.46E+2
0.98,1.58E+2
0.500,2.17E+1
0.125,1.21E-1
0.175,4.91E-1
0.200,8.48E-1
0.225,1.33E+0
0.250,2.00E+0
0.25,2.63E+0
0.275,2.87E+0
0.28,3.37E+0
0.300,3.83E+0
0.325,5.15E+0
0.33,5.43E+0
0.350,6.57E+0
0.375,8.42E+0
0.38,7.80E+0
0.400,1.03E+1
0.425,1.29E+1
0.43,1.15E+1
0.450,1.47E+1
0.475,1.82E+1
0.48,1.83E+1
0.525,2.40E+1
1.00,1.69E+2
1.03,1.75E+2
1.05,1.90E+2
1.08,2.04E+2
1.10,2.03E+2
