Li3+ + H(1s) --> Li2+(5g) + H+
X = Energy (eV),Y = Cross section (cm2)
2.800000e+05,2.330000e-17
3.500000e+05,1.030000e-17
4.200000e+05,4.970000e-18
4.900000e+05,2.580000e-18
5.600000e+05,1.410000e-18
6.300000e+05,8.140000e-19
7.000000e+05,4.880000e-19
8.750000e+05,1.570000e-19
1.050000e+06,6.000000e-20
1.400000e+06,1.250000e-20
2.100000e+06,1.290000e-21
2.800000e+06,2.590000e-22
3.500000e+06,7.450000e-23
4.200000e+06,2.710000e-23
4.900000e+06,1.150000e-23
5.600000e+06,5.500000e-24
6.300000e+06,2.860000e-24
7.000000e+06,1.600000e-24
1.400000e+07,3.480000e-26
2.100000e+07,3.720000e-27
2.800000e+07,7.610000e-28
3.500000e+07,2.220000e-28
4.200000e+07,8.150000e-29
4.900000e+07,3.490000e-29
5.600000e+07,1.670000e-29
6.300000e+07,8.740000e-30
7.000000e+07,4.890000e-30
