C3+ + H --> C2+(2p2 1De) + H+
X = Energy (eV),Y = Cross section (cm2)
1.236000e+03,5.980000e-18
1.572000e+03,8.990000e-18
1.884000e+03,1.250000e-17
2.268000e+03,1.710000e-17
2.748000e+03,2.260000e-17
3.468000e+03,3.170000e-17
4.392000e+03,4.350000e-17
5.220000e+03,5.440000e-17
5.904000e+03,6.460000e-17
7.464000e+03,7.460000e-17
9.528000e+03,8.740000e-17
1.224000e+04,1.020000e-16
1.596000e+04,1.050000e-16
1.944000e+04,1.090000e-16
2.400000e+04,1.110000e-16
3.144000e+04,9.960000e-17
4.332000e+04,8.620000e-17
5.928000e+04,7.660000e-17
7.632000e+04,5.970000e-17
9.648000e+04,4.590000e-17
1.168800e+05,3.870000e-17
