C3+ + H --> C2+(2s3p 1Po) + H+
X = Energy (eV),Y = Cross section (cm2)
1.224000e+03,6.980000e-18
1.584000e+03,7.980000e-18
2.100000e+03,8.520000e-18
2.940000e+03,8.520000e-18
4.032000e+03,8.190000e-18
5.436000e+03,7.870000e-18
7.392000e+03,8.300000e-18
9.792000e+03,9.740000e-18
1.332000e+04,1.250000e-17
1.764000e+04,1.750000e-17
2.376000e+04,2.570000e-17
3.168000e+04,3.730000e-17
4.164000e+04,5.070000e-17
5.616000e+04,6.620000e-17
7.776000e+04,8.190000e-17
1.028400e+05,8.640000e-17
1.189200e+05,8.750000e-17
