Fe4+ + H(1s) --> Fe4+ + H+
X = Energy (eV),Y = Cross section (cm2)
5.600000e+05,1.190000e-17
1.400000e+06,7.800000e-17
2.800000e+06,2.490000e-16
3.920000e+06,5.180000e-16
4.480000e+06,5.600000e-16
5.600000e+06,6.760000e-16
8.400000e+06,6.400000e-16
1.120000e+07,4.790000e-16
1.680000e+07,3.130000e-16
2.240000e+07,2.100000e-16
2.800000e+07,1.710000e-16
3.360000e+07,1.345000e-16
3.920000e+07,1.120000e-16
4.480000e+07,9.700000e-17
5.040000e+07,8.947000e-17
5.600000e+07,8.400000e-17
