H+ + NH3 --> H
X = Energy (eV),Y = Cross section (cm2)
9.140000e+01,7.570000e-16
1.150000e+02,8.330000e-16
1.360000e+02,8.850000e-16
1.630000e+02,9.350000e-16
1.850000e+02,9.670000e-16
2.060000e+02,9.870000e-16
2.260000e+02,9.940000e-16
2.800000e+02,9.940000e-16
3.070000e+02,1.000000e-15
3.290000e+02,1.010000e-15
3.580000e+02,1.050000e-15
3.910000e+02,1.100000e-15
4.220000e+02,1.160000e-15
4.510000e+02,1.240000e-15
4.900000e+02,1.360000e-15
5.290000e+02,1.470000e-15
5.620000e+02,1.570000e-15
5.890000e+02,1.630000e-15
6.200000e+02,1.700000e-15
6.460000e+02,1.750000e-15
6.830000e+02,1.810000e-15
7.140000e+02,1.830000e-15
7.580000e+02,1.870000e-15
8.300000e+02,1.890000e-15
9.310000e+02,1.920000e-15
1.040000e+03,1.960000e-15
1.150000e+03,2.000000e-15
1.230000e+03,2.010000e-15
1.330000e+03,2.040000e-15
1.440000e+03,2.060000e-15
