He2+ + Mg(3s2) --> He+ + Mg+
X = Energy (eV),Y = Cross section (cm2)
1.700000e+05,6.900000e-16
1.900000e+05,4.100000e-16
2.100000e+05,2.600000e-16
2.400000e+05,1.410000e-16
2.800000e+05,6.100000e-17
3.300000e+05,3.500000e-17
3.700000e+05,2.600000e-17
4.320000e+05,1.820000e-17
5.000000e+05,1.170000e-17
5.720000e+05,9.600000e-18
6.520000e+05,7.300000e-18
7.520000e+05,6.800000e-18
8.720000e+05,5.500000e-18
1.000000e+06,3.700000e-18
1.152000e+06,2.600000e-18
1.320000e+06,1.100000e-18
1.520000e+06,9.000000e-19
1.752000e+06,9.800000e-19
