He2+ + H(1s) --> He2+ + H+
X = Energy (eV),Y = Cross section (cm2)
4.000000e+03,2.430000e-20
8.000000e+03,3.510000e-19
1.200000e+04,1.070000e-18
1.600000e+04,2.400000e-18
2.000000e+04,3.910000e-18
2.800000e+04,8.020000e-18
4.000000e+04,1.300000e-17
6.000000e+04,2.780000e-17
8.000000e+04,6.060000e-17
1.000000e+05,1.190000e-16
1.200000e+05,1.910000e-16
1.400000e+05,2.650000e-16
1.600000e+05,3.270000e-16
1.800000e+05,3.810000e-16
2.000000e+05,4.280000e-16
2.200000e+05,4.600000e-16
2.520000e+05,4.830000e-16
3.000000e+05,4.830000e-16
3.600000e+05,4.690000e-16
4.000000e+05,4.540000e-16
4.400000e+05,4.390000e-16
5.200000e+05,3.960000e-16
6.000000e+05,3.570000e-16
6.800000e+05,3.340000e-16
8.000000e+05,3.040000e-16
1.200000e+06,2.120000e-16
1.600000e+06,1.640000e-16
