He2+ + Ne --> He+ + Ne4+
X = Energy (eV),Y = Cross section (cm2)
6.680000e+07,1.480000e-19
1.332000e+08,2.400000e-19
2.000000e+08,1.490000e-18
2.004000e+08,2.530000e-19
2.668000e+08,1.680000e-17
3.000000e+08,1.490000e-18
4.000000e+08,2.340000e-18
7.000000e+08,1.890000e-18
1.000000e+09,1.080000e-18
1.500000e+09,3.250100e-19
2.000000e+09,1.270000e-19
He2+ + Ne --> He + Ne4+
X = Energy (eV),Y = Cross section (cm2)
6.680000e+07,3.340100e-18
1.332000e+08,7.400200e-18
2.000000e+08,9.200200e-18
2.004000e+08,5.700100e-18
2.668000e+08,1.110000e-17
3.000000e+08,9.150200e-18
4.000000e+08,1.300000e-17
7.000000e+08,3.980100e-18
1.000000e+09,1.260000e-18
1.500000e+09,4.200100e-20
2.000000e+09,5.300100e-21
