Pb5+ + H2 --> Pb3+
X = Energy (eV),Y = Cross section (cm2)
2.980800e+03,8.000000e-16
3.477600e+03,7.500000e-16
3.974400e+03,7.900000e-16
4.471200e+03,9.000000e-16
4.968000e+03,8.500000e-16
5.464800e+03,7.500000e-16
5.961600e+03,8.300000e-16
Pb5+ + H2 --> Pb3+
X = Energy (eV),Y = Cross section (cm2)
2.980800e+03,8.000000e-16
3.477600e+03,7.500000e-16
3.974400e+03,7.900000e-16
4.471200e+03,9.000000e-16
4.968000e+03,8.500000e-16
5.464800e+03,7.500000e-16
5.961600e+03,8.300000e-16
