C4+ + H2 --> C3+(1s23d) + H2+
X = Energy (eV),Y = Cross section (cm2)
5.760000e+02,2.200000e-16
7.200000e+02,2.100000e-16
9.600000e+02,2.100000e-16
1.200000e+03,1.900000e-16
1.560000e+03,1.900000e-16
1.920000e+03,2.000000e-16
2.400000e+03,2.800000e-16
2.796000e+03,3.300000e-16
3.000000e+03,3.500000e-16
3.600000e+03,4.000000e-16
4.200000e+03,4.300000e-16
4.800000e+03,4.200000e-16
5.604000e+03,5.200000e-16
6.000000e+03,4.700000e-16
6.240000e+03,4.800000e-16
6.996000e+03,4.300000e-16
8.400000e+03,4.700000e-16
9.840000e+03,4.900000e-16
1.260000e+04,4.200000e-16
1.599600e+04,4.500000e-16
