X,Y
0.01,7.85E+02
0.00,7.85E+02
0.80,4.91E+02
0.70,5.30E+02
0.60,5.71E+02
0.50,6.14E+02
0.40,6.57E+02
0.20,7.40E+02
0.10,7.72E+02
0.06,7.80E+02
0.04,7.83E+02
0.02,7.84E+02
0.30,6.99E+02
1.00,4.20E+02
1.20,3.59E+02
1.50,2.88E+02
1.70,2.50E+02
2.00,2.06E+02
2.50,1.54E+02
3.00,1.18E+02
3.50,9.24E+01
4.00,7.33E+01
5.00,4.73E+01
6.00,3.14E+01
7.00,2.17E+01
8.00,1.58E+01
9.00,1.21E+01
10.00,9.74E+00
12.50,6.08E+00
15.00,3.79E+00
17.50,2.35E+00
20.00,1.54E+00
22.50,1.11E+00
25.00,8.58E-01
27.50,6.88E-01
30.00,5.55E-01
35.00,3.52E-01
40.00,2.15E-01
45.00,1.32E-01
50.00,8.50E-02
55.00,5.80E-02
60.00,4.24E-02
65.00,3.31E-02
70.00,2.74E-02
75.00,2.38E-02
80.00,2.15E-02
85.00,2.00E-02
90.00,1.91E-02
95.00,1.86E-02
105.00,1.82E-02
120.00,1.84E-02
135.00,1.87E-02
150.00,1.90E-02
165.00,1.91E-02
180.00,1.92E-02
