X,Y
0.01,7.84E+02
0.00,7.84E+02
0.80,3.78E+02
0.70,4.22E+02
0.60,4.72E+02
0.50,5.26E+02
0.40,5.85E+02
0.20,7.05E+02
0.10,7.59E+02
0.06,7.75E+02
0.04,7.80E+02
0.02,7.83E+02
0.30,6.45E+02
1.00,3.05E+02
1.20,2.50E+02
1.50,1.91E+02
1.70,1.62E+02
2.00,1.29E+02
2.50,9.14E+01
3.00,6.63E+01
3.50,4.84E+01
4.00,3.55E+01
5.00,2.06E+01
6.00,1.40E+01
7.00,1.04E+01
8.00,7.98E+00
9.00,5.96E+00
10.00,4.37E+00
12.50,2.15E+00
15.00,1.34E+00
17.50,9.68E-01
20.00,7.13E-01
22.50,5.08E-01
25.00,3.52E-01
27.50,2.42E-01
30.00,1.68E-01
35.00,8.93E-02
40.00,5.44E-02
45.00,3.71E-02
50.00,2.72E-02
55.00,2.08E-02
60.00,1.64E-02
65.00,1.33E-02
70.00,1.12E-02
75.00,9.63E-03
80.00,8.55E-03
85.00,7.80E-03
90.00,7.28E-03
95.00,6.92E-03
105.00,6.47E-03
120.00,6.13E-03
135.00,5.92E-03
150.00,5.79E-03
165.00,5.70E-03
180.00,5.67E-03
