X,Y
0.01,7.82E+02
0.00,7.83E+02
0.80,2.17E+02
0.70,2.54E+02
0.60,3.01E+02
0.50,3.60E+02
0.40,4.34E+02
0.20,6.22E+02
0.10,7.22E+02
0.06,7.57E+02
0.04,7.71E+02
0.02,7.80E+02
0.30,5.23E+02
1.00,1.63E+02
1.20,1.26E+02
1.50,8.94E+01
1.70,7.23E+01
2.00,5.30E+01
2.50,3.20E+01
3.00,2.01E+01
3.50,1.38E+01
4.00,1.04E+01
5.00,7.10E+00
6.00,4.74E+00
7.00,2.87E+00
8.00,1.74E+00
9.00,1.17E+00
10.00,8.97E-01
12.50,6.30E-01
15.00,4.07E-01
17.50,2.17E-01
20.00,1.13E-01
22.50,6.51E-02
25.00,4.31E-02
27.50,3.20E-02
30.00,2.59E-02
35.00,1.85E-02
40.00,1.31E-02
45.00,8.80E-03
50.00,5.73E-03
55.00,3.80E-03
60.00,2.65E-03
65.00,1.96E-03
70.00,1.56E-03
75.00,1.31E-03
80.00,1.15E-03
85.00,1.05E-03
90.00,9.81E-04
95.00,9.31E-04
105.00,8.62E-04
120.00,7.97E-04
135.00,7.63E-04
150.00,7.42E-04
165.00,7.32E-04
180.00,7.29E-04
