X,Y
0.01,7.85E+02
0.00,7.86E+02
0.80,5.28E+02
0.70,5.64E+02
0.60,6.02E+02
0.50,6.40E+02
0.40,6.77E+02
0.20,7.49E+02
0.10,7.75E+02
0.06,7.82E+02
0.04,7.84E+02
0.02,7.85E+02
0.30,7.14E+02
1.00,4.61E+02
1.20,4.01E+02
1.50,3.28E+02
1.70,2.88E+02
2.00,2.40E+02
2.50,1.82E+02
3.00,1.42E+02
3.50,1.14E+02
4.00,9.22E+01
5.00,6.19E+01
6.00,4.19E+01
7.00,2.89E+01
8.00,2.09E+01
9.00,1.61E+01
10.00,1.30E+01
12.50,8.46E+00
15.00,5.36E+00
17.50,3.31E+00
20.00,2.16E+00
22.50,1.55E+00
25.00,1.20E+00
27.50,9.79E-01
30.00,8.05E-01
35.00,5.31E-01
40.00,3.35E-01
45.00,2.09E-01
50.00,1.34E-01
55.00,9.08E-02
60.00,6.55E-02
65.00,5.03E-02
70.00,4.10E-02
75.00,3.51E-02
80.00,3.14E-02
85.00,2.90E-02
90.00,2.75E-02
95.00,2.67E-02
105.00,2.61E-02
120.00,2.66E-02
135.00,2.74E-02
150.00,2.80E-02
165.00,2.84E-02
180.00,2.85E-02
