O4+ + He --> O3+ + He+
X = Energy (eV),Y = Cross section (cm2)
2.128000e+01,1.400000e-16
2.496000e+01,1.400000e-16
2.848000e+01,1.300000e-16
3.552000e+01,1.600000e-16
7.104000e+01,1.500000e-16
1.067200e+02,1.800000e-16
1.422400e+02,1.600000e-16
1.776000e+02,1.700000e-16
2.128000e+02,1.600000e-16
2.496000e+02,1.800000e-16
2.848000e+02,1.700000e-16
3.200000e+02,1.900000e-16
3.552000e+02,1.900000e-16
7.104000e+02,1.800000e-16
1.067200e+03,2.200000e-16
1.422400e+03,2.700000e-16
1.776000e+03,2.700000e-16
2.128000e+03,2.900000e-16
2.496000e+03,2.700000e-16
3.200000e+03,2.800000e-16
3.552000e+03,2.700000e-16
3.904000e+03,3.300000e-16
4.272000e+03,2.900000e-16
4.624000e+03,2.400000e-16
4.976000e+03,2.600000e-16
5.328000e+03,2.300000e-16
6.048000e+03,2.400000e-16
