O2+ + He --> O+(2s22p3 2D0) + He+
X = Energy (eV),Y = Cross section (cm2)
4.032000e+01,7.000000e-19
5.872000e+01,2.120000e-17
1.158400e+02,6.250000e-17
2.384000e+02,1.080000e-16
4.096000e+02,1.730000e-16
6.528000e+02,2.610000e-16
9.360000e+02,3.440000e-16
1.078400e+03,3.610000e-16
1.246400e+03,3.750000e-16
1.489600e+03,3.710000e-16
1.760000e+03,3.560000e-16
2.064000e+03,3.330000e-16
2.448000e+03,3.090000e-16
2.960000e+03,2.900000e-16
3.568000e+03,2.800000e-16
4.256000e+03,2.810000e-16
5.168000e+03,2.910000e-16
6.464000e+03,2.990000e-16
8.960000e+03,3.230000e-16
1.131200e+04,3.340000e-16
1.366400e+04,3.410000e-16
1.632000e+04,3.400000e-16
1.840000e+04,3.290000e-16
2.096000e+04,3.160000e-16
2.368000e+04,2.950000e-16
